,title,director,stars,genre,release_date,company
6983,The Baby,"{""Okey Ifeanyi""}","{""Innocent Abah"",""Peace Emmanuel"",""Ashira Ezuka"",""Artus Frank"",""Oge Ihuoma"",""Nazareth Jesse"",""Tissy Nnachi"",""Angela Okorie"",""Austin Okwudiri"",""Kiki Opuru""}",{Drama},2014-11-01,"{""Synergy Studios""}"
6984,The Twist,"{""Saheed Apanpa""}","{""Bose Alao"",""Mitchell Amaechi"",""Simon Chukwudi"",""Kingsley Ediale"",""Deji Haastrup"",""Kemigisha Harriet"",""Oye Harry"",""Newman Israel"",""Santos Kalu"",""Ayo Mogaji"",""Joseph Momodu"",""Anthony Monjaro"",""Nunsi Ojong"",""Adaeze Onyenso"",""Oyesile Toyosi""}",{Drama},2020-05-01,"{""Apanpa Pictures Media""}"
6985,Silent for Life 2,"{""Tarila Thompson""}","{""Anita Hogan"",""Jim Iyke"",""Jennifer Nduka"",""Ramsey Nouah"",""Ashley Nwosu"",""Florence Onuma"",""Georgina Onuoha""}",{Drama},2004-02-01,"{""Elonel International Ltd.""}"
6986,Open Marriage,"{""Chico Ejiro"",""Damijo Efe Young""}","{""Theophilus Afe"",""Monalisa Chinda"",""Frank Dallas"",""Alexx Ekubo"",""Aaron Garvey"",""Efe Henry"",""Stanley Ikeogu"",""Jennifer Lamai"",""Daniel Lloyd"",""Rosaline Meurer"",""Amos Ndubueze"",""Ik Ogbonna"",""Cynthia Ojo"",""Friday Okhakume"",""Arinze Okonkwo"",""Lisa Omorodion"",""Monique Samuel"",""Leon Slaboh""}",{Drama},2015-10-01,"{""Grand Touch Pictures""}"
6987,Eagle's Bride 2,"{""Ikechukwu Onyeka""}","{""Chioma Chukwuka Akpotha"",""Justus Esiri"",""Bruno Iwuoha"",""Olu Jacobs"",""Muna Obiekwe"",""Oge Okoye""}",{Drama},2005-06-01,"{""Future King Productions"",""Pius Emelionwu Film""}"
6989,Yes 2 Forever,"{""Chidi Anyanwu Chidox""}","{""Goodness Andre"",""Queen Anyanwu"",""Chinelo Enemchukwu"",""Doris Ifeka"",""Kenechukwu Obiorah"",""Kenneth Okolie"",""Amara Uwakwe""}",{Drama},2021-10-01,"{""Divine Touch Productions"",""Rok Studios""}"
6990,Mr and Mrs Okoli,"{""Stanfame Ajalaja Stanley""}","{""Tony Akposeri"",""Onuoha Alex"",""Ada Ameh"",""Tolulope Asanu"",""Lovelyn Christian"",""Kunle Coker"",""Monica Friday"",""Jayrom Jasper"",""Ifeanyi Kalu"",""Anjorin Oluwatobiloba Kenny"",""Ufuoma McDermott"",""David Nwokocha"",""Ik Ogbonna"",""Stanfame Ajalaja Stanley"",""Orru Yomi""}","{Comedy,Romance}",2021-04-01,"{""Green Neighborhood Films""}"
6991,Unforgotten,"{""Okey-Zubelu Okoh""}","{""Temitope Adebaki"",""Victor Asuquo"",""Jerry Bisong"",""Amanda Chukwu"",""Kelechi Clinton"",""Bryan Emmanuel"",""Chinneylove Eze"",""Shola Giwa"",""Elizabeth Igoweh"",""Daniel Lloyd"",""Amara Maduka"",""Nkem Robert Obiorah"",""Kelvin Odah"",""Darlene Odogbili"",""Victoria Okeke"",""Okey-Zubelu Okoh"",""Oge Okoye"",""Wisdom Oluwamose""}",{Drama},2018-05-01,"{""ChinneyLove Eze Production""}"
6992,Across the Bridge,"{""MacCollins Chidebe""}","{""Jerry Amilo"",""Nonso Diobi"",""Rita Edochie"",""Emeka Enyiocha"",""Camilla Mberekpe""}",{Drama},2005-06-01,"{""Magic Movies Production""}"
6993,Travails of Fate,"{""Theodore Anyanji""}","{""Joseph Benjamin"",""Shan George"",""Sonny McDon"",""Bose Olubo"",""Felix Omolu"",""Sola Sobowale"",""Blessing Eremi Steven"",""Bob-Manuel Udokwu"",""Bukky Wright""}",{Drama},2006-02-01,"{""Chiyelugo Productions Nigeria""}"
6994,Oma Ofe,"{""Paul Adubazi""}","{""Paul Obazele"",""Edime Edime"",""Emmy Williams"",""Georgina Okoko Edime"",""Hamza Abdullah"",""Moses Ruth"",""Meimunah Yahaya""}",{Action},2020-09-01,"{""Triple F Production""}"
6995,The Church Is Mine,"{""Obed Joe""}","{""Tobechukwu Anadi"",""Camilla Mberekpe"",""Amaechi Muonagor"",""Dora Udor""}",{Drama},2003-05-01,"{""T.G.M. Movies""}"
6996,The Cab Ladies,"{""Nellyann Chisom""}","{""Ibifuro Abido"",""Chineye Aribueze"",""Unachukwu Chiamaka"",""Ossie J. Chimaobi"",""Hannah Cyril"",""Ebuka Ebuka"",""Modestus Kennis Egbogu"",""Destiny Etiko"",""Stephanie Ezechukwu"",""Joy Igbanugo"",""Mary Igwe"",""Ugo Doris Igwe"",""Jonas Izuegbu"",""Collings James"",""Lizzy Kalu"",""Sandral Mayah"",""Maleek Miltons"",""Richael Ogbonna""}",{Comedy},2021-11-01,"{""Sunyrichy Tek""}"
6997,The Wedding Party,"{""Kemi Adetiba""}","{""Adeolu Adefarasin"",""Alibaba Akporobome"",""Zainab Balogun"",""Stephen Damian"",""Daniella Down"",""Iretiola Doyle"",""Emmanuel Edunjobi"",""Adesua Etomi-Wellington"",""Kunle Idowu"",""Jennifer Igbinovia"",""Somkele Iyamah-Idhalama"",""Ayo Makun"",""Richard Mofe-Damijo"",""Beverly Naya"",""Enyinna Nwigwe"",""Ikechukwu Onunaku"",""Sola Sobowale"",""Banky Wellington""}","{Comedy,Romance}",2017-04-01,"{""EbonyLife Films"",""FilmOne Distribution"",""InkBlot Productions""}"
6998,Lost Kingdom 2,"{""Ndubuisi Okoh""}","{""Pete Edochie"",""Enebeli Elebuwa"",""Omotola Jalade-Ekeinde"",""Kanayo O. Kanayo"",""Charles Okafor""}",{Drama},1999-10-01,"{""Infinity Films""}"
6999,Divorce Scheme,"{""Chidi Anyanwu Chidox""}","{""Lydia Achebe"",""Peace Bulus"",""Ray Emodi"",""Eunice Nneji"",""McCarthy Nonwani"",""Ebube Nwagbo"",""Michael Uchegbu""}",{Drama},2021-02-01,"{""Posh World Productions""}"
7000,One Good Turn,"{""Ifeanyi Onyeabor""}","{""Ada Ameh"",""Osita Iheme"",""Chinedu Ikedieze"",""Sam Loco Efe"",""Amaechi Muonagor""}",{Comedy},2005-07-01,"{""Chigozie Okonkwo Film"",""Mauri Production""}"
7001,Desperate Sister 2,"{""Adim Williams""}","{""Eucharia Anunobi Ekwu"",""Omotola Jalade-Ekeinde"",""Vitalis Ndubuisi"",""Ejiro Okurame"",""Evelyn Osugo"",""Tony Umez""}",{Drama},2007-03-01,"{""Simony Productions""}"
7003,Crying Angel 2,"{""Adim Williams""}","{""Ini Edo"",""Ashley Nwosu"",""Saint Obi"",""Patience Ozokwor"",""Nora Roberts""}",{Drama},2005-12-01,"{""Kidex Investment Ltd.""}"
7004,Drug Baron 2,"{""E. O'Squires Ogbonnaya""}","{""Eucharia Anunobi Ekwu"",""Kanayo O. Kanayo"",""Clem Ohameze""}",{Drama},2007-04-01,"{""Mega Movies Industry""}"
7005,Red Flame,"{""Emeka Madu""}","{""Frances Ben"",""Mike Godson"",""Mary Igwe"",""Ego Nworji"",""Ovi Odiete"",""Bolaji Ogunmola""}",{Drama},2020-07-01,"{""Rok Studios""}"
7006,Love Is a Game,"{""Livinus Nwabueze""}","{""Amaka Aneke"",""Patience Ozokwor"",""Maureen Solomon"",""Bob-Manuel Udokwu""}",{Drama},2005-09-01,"{""Ayo Industries""}"
7008,Most Wanted Kidnappers,"{""Onyekwelu Ifeanyi""}","{""John Okafor"",""Charles Awurum"",""Amaechi Muonagor"",""Eze Okechukwu"",""Chinaza E. Kanu"",""Kingsley Onuoha"",""Anosike Strong"",""Nedu Ezendiokwelu"",Michael,""Cynthia Nwaiwu"",""Nafee Sams"",""Godson Eze"",""Beatrice Beaty""}",{Drama},2010-07-01,"{""Nature Global Vision"",""T.G.M. Movies""}"
7009,The Chase,"{""Simon Peacemaker""}","{""Amaka Anioji"",""Bethel Njoku"",""Collete Nwadike"",""Stan Nze"",""Ik Ogbonna"",""Gregory Ojefua"",""Oge Peters"",""Chima Raphael"",""Dan Ugoji""}","{Action,Comedy}",2016-07-01,"{""R. Bliss Productions""}"
7010,Bride Untangled,"{""Julie Ako""}","{""Victory Emeh"",""Eunice Okhakumhe"",""Jide 'JBlaze' Oyegbile""}","{Short,Drama}",2021-05-01,"{""Multichoice Talent Factory""}"
7011,The Scorpion God,"{""Nonso Ekene Okonkwo""}","{""Sam Dede"",""Mercy Johnson Okojie"",""Stan K. Amandi"",""Roy De Nani"",""Louisa Nwobodo"",""Ikem Chude"",""Francisca Onaga"",""Chidinma Aneke"",""Sam Cee"",""Oge Kalu"",""Ignatius Abara"",""Nkem Onubuogu""}",{Drama},2007-09-01,"{""Sea-World Movies""}"
7013,Python King,"{""Chika Onu""}","{""Tunji Adesina"",""Rex Aka"",""Water Anger"",""Colombus Arosanga"",""Tonto Charity Dikeh"",""Geraldine Ekeocha"",""Diewait Ikpechukwu"",""Gentle Jack"",""Benedict Johnson"",""Friday Nwafor"",""Charles Onu"",""Reginald Orlu"",""Estes Owhonda""}",{Drama},2007-02-01,"{""Kennytex Productions"",""Ugo Regy Productions""}"
7014,Igi ola mi,"{""Oladele Mati""}","{""Aladeokin Adebayo"",""Yinka Adebayo"",""Kunle Adegbite"",""Shola Akintunde"",""Hamed Alasari"",""Yakub Alli"",""Fathia Balogun"",""Fausat Balogun"",""Kunle Da Silver"",""Ishola Durojaiye"",""Beyioku Feyisetan"",""Aweda Olatunji"",""Folorunso Ololeye"",""Bimbo Oshin"",""Ogungbe Paragon"",""Rotimi Popoola"",""Soji Taiwo""}",{Drama},2008-12-01,"{""Corporate Pictures""}"
7016,Chest to Chest 2,"{""Emeka Jonathan""}","{""Kenny Godfrey Achionye"",""Chiwetalu Agu"",""Monalisa Chinda"",""Clarion Chukwura-Abiola"",""Jim Lawson"",""Ben Nwosu"",""St. Mikevine I. Paul"",""Hakeem Rahman"",""Chinyere Wilfred""}",{Drama},2008-04-01,"{""Aka God Productions""}"
7017,Pay Day,"{""Michael Jaja""}","{""Nonso Diobi"",""Mike Ezuruonye"",""Mercy Johnson Okojie""}",{Drama},2006-01-01,"{""Magic Movies Production""}"
7019,Sweet Sound 2,"{""Andy Nwakalor""}","{""Akume Akume"",""Rita Dominic"",""Francis Duru"",""Ngozi Nwaneto"",""Joy L. Torty""}","{Drama,Romance}",2006-02-01,"{""Andy Iyke Production""}"
7020,Maami,"{""Tunde Kelani""}","{""Funke Akindele"",""Wole Ojo"",""Ayomide Abatti"",""Tamilore Kuboye"",""Olumide Bakare"",""Godwin Enakhena"",""Sanya Gold"",""Peter Badejo"",""Fatai Rolling Dollar"",""Yinka Davies""}",{Drama},2012-02-01,"{""Mainframe Film and Television Productions""}"
7021,Last Weekend,"{""Reginald Ebere""}","{""Emmanuel France"",""Genevieve Nnaji"",""Ramsey Nouah"",""Paul Obazele"",""Francis Onwuche"",""Nkiru Sylvanus"",""J.T. Tom West""}",{Drama},2003-06-01,"{""Jem Merchandise Nigeria""}"
7022,Joy of Natasha,"{""Emmanuel Anyaka""}","{""Princess Acho"",""Chiwetalu Agu"",""Solomon Akiyesi"",""Nyankno Ekong"",""Innocent Ibe"",""Victor Ibe"",""Adibeli Ify"",""Elikem Kumordzie"",""Daniel Michael"",""Roselyn Ngissah"",""Promise Obiesie"",""Anthony Ogundele"",""Jude Onyegiri"",""Chuchu Osu"",""Nosa Rex"",""Mercy Salani"",""Adaku Uredukwu""}",{Drama},2015-03-01,"{""Naidon Films""}"
7023,Seized,"{""Sam Presto""}","{""Shammah Agah"",""Mofe Duncan"",""Igwe Nonso Nwachukwu"",""Charles Okocha"",""Ivie Okujaye"",""Medupin Olalekan""}",{Thriller},2020-11-01,"{""Timeless Studios""}"
7024,The Cross of Love 2,"{""MacCollins Chidebe""}","{""Bruno Iwuoha"",""Stephanie Linus"",""Chidi Mokeme"",""Patience Ozokwor""}",{Drama},2003-06-01,"{""Annex Merchandise Ltd.""}"
7026,Everything But a Ring,"{""Shittu Taiwo""}","{""Ali King Achile"",""Ray Adeka"",""Bimbo Ademoye"",""Ivy Blessing Agbo"",""Vinny Azi"",""Jide Bolariwa"",""Mofe Duncan"",""Anu Gospel Fame"",""Ibekwe Franklin"",""Efe Irele"",""Osas Iyamu"",""Chioma Nwosu"",""Mary Osim"",""Hadar Mike Sanda"",""Energy Uloko"",""Hassan Usman Abdullahi""}",{Drama},2021-12-01,"{""Annville Production""}"
7027,The Set Up,"{""Niyi Akinmolayan""}","{""Sunny Ajaero"",""Dakore Akande"",""Uzor Arukwe"",""Ayoola Ayolola"",""Kehinde Bankole"",""Adesua Etomi-Wellington"",""Chiamaka Eziamaka"",""Michael Eziamaka"",""Waliu Fagbemi"",""Kayode Freeman"",""Marie Humbert"",""Peter Feranmi Ijalana"",""Loveth Inyang"",""Jim Iyke"",""Ani Iyoho"",""Eze Kelechi"",""Damilare Kuku"",""Wendy Lawal""}","{Crime,Drama}",2019-12-01,"{""InkBlot Productions"",""FilmOne Distribution"",""Anakle Films""}"
7029,Kidnap,"{""Lancelot Oduwa Imasuen""}","{""Tess Abubakar Eradiri"",""Chioma Chukwuka Akpotha"",""Mbong Amata"",""Joseph Benjamin"",""Enebeli Elebuwa"",""Desmond Elliot"",""Ngozi Nwosu"",""Omoni Oboli"",""Morris Sesay"",""O.C. Ukeje"",""Ime Bishop Umoh""}",{Drama},2013-03-01,"{""Denziot Studios Production"",""Royal Arts Academy""}"
7030,Taking Chances,"{""Tarila Thompson""}","{""Ejike Asiegbu"",""Funto Fatoba"",""Anita Hogan"",""Doreen Oyesanya"",""Robert Peters""}",{Drama},2006-09-01,"{""Uche Links Movies""}"
7031,The Call Girl,"{""Theo Ukpaa""}","{""Ademola Adedoyin"",""Padita Agu"",""Segun Arinze"",""Anthony Monjaro"",""Rachel Oniga"",""Patience Ujah""}",{Drama},2021-09-01,"{""Soph Media""}"
7033,Wandering Soul,"{""Chidi Anyanwu Chidox""}","{""Iyke Amadi"",""Annes Anaekwe"",""Johnson Anthony"",""Ruth Kadiri"",""Stephen Ndudiri"",""Rita Nzelu"",""Semtochukwu Obi"",""Ikenna Okereke"",""Gentle Smart"",""Uwum Umoh""}","{Drama,Fantasy}",2017-01-01,"{""Rok Studios""}"
7035,To Love and to Hold 2,"{""Ndubuisi Okoh""}","{""Karian Abasimfon"",""Fred Essien"",""Kate Henshaw-Nuttal"",""Michael Okon"",""Mariatherese Rogers"",""Joke Silva""}",{Drama},2007-09-01,"{""Giant Merchants""}"
7036,Turtle Taido in Osun and Kogi States,"{""Artie Romero""}","{""Adanma Kayode"",""Muyiwa Kayode""}","{Short,Family}",2018-11-01,"{""Tayekeni Productions"",""ARG! Cartoon Animation""}"
7037,World of the Mind,"{""Andy Amenechi""}","{""Ani Amatosero"",""Yul Edochie"",""Uchenna Nnanna"",""Clem Ohameze"",""Charles Okocha"",""Mercy Johnson Okojie"",""Patience Ozokwor""}",{Drama},2012-12-01,"{""Amaco Investments""}"
7038,Break Up,"{""Andy Amenechi""}","{""Pat Attah"",""Jim Iyke"",""Genevieve Nnaji"",""Ramsey Nouah""}","{Drama,Romance}",2003-08-01,"{""O.J. Production""}"
7039,Sin of a Woman,"{""Chidi Chijioke""}","{""Nnamdi Agbara"",""Chiwetalu Agu"",""Ebere Akosa"",""Chizzy Alichi"",""Chris Bassey"",""Chidi Chijioke"",""Okechukwu Chima"",""Victor Eluemuno"",""Mike Godson"",""Steve Ifeanyi"",""Stone Johnbosco"",""Adamma Luke"",""Amadi Magnus"",""Zubby Michael"",""Amaechi Muonagor"",""Chinedu Nzem"",""Desmond Obinna"",""Tracy Okeke""}",{Drama},2013-07-01,"{""Onye Eze Holding Production""}"
7040,Akobi okunrin,"{""Muka Ray Eyiwuni""}","{""Bimbo Akintola"",""Muka Ray Eyiwuni"",""Eniola Olaniyan"",""Ireti Osayemi""}",{Drama},2007-08-01,"{""Olasco Films""}"
7041,Broken Tears 2,"{""Michael Jaja""}","{""Grace Amah"",""Ikem Chude"",""Kate Henshaw-Nuttal"",""Genevieve Nnaji"",""Favour Owikiwa"",""Van Vicker""}",{Drama},2008-06-01,"{""Sea-World Movies""}"
7042,Prisoner of Love,"{""Chico Ejiro""}","{""Ruke Amata"",""Rita Dominic"",""Emeka Enyiocha"",""Chidi Mokeme"",""Ashley Nwosu"",""Rachel Oniga"",""Chinyere Wilfred""}","{Drama,Romance}",1999-03-01,"{""Andy Best Electronics""}"
7043,All I Have 2,"{""Ernest Obi""}","{""Rita Dominic"",""Mike Ezuruonye"",""Ernest Obi"",""Arinze Okonkwo""}",{Drama},2006-08-01,"{""Global Update Pictures""}"
7044,Adun ewuro 2,"{""Taiwo Oduala""}","{""Eniola Badmus"",""Femi Brainard"",""Ngozi Nwosu"",""Sunday Omobolanle"",""Adebayo Salami"",""Remi Surutu"",""Alabi Yellow""}",{Drama},2006-01-01,"{""Legend Pictures""}"
7045,Cold Heart,"{""Aniedi Awah Noba""}","{""Chiege Alisigwe"",""Emma Ayalogu"",""Clarion Chukwura-Abiola"",""Esther Daniels"",""Emeka Duru"",""Sandra Ifudu"",""Amadi Magnus"",""Ifeoma Obasi"",""Uche Obasi"",""Ogechi Obilonu"",""Obi Okoli"",""Gabriel Okorie"",""Onyebuchi Peniel""}",{Drama},2023-02-01,"{""Rok Studios""}"
7047,My Mirror,"{""Ashowo Gboyega""}","{""Afeez Abiodun"",""Odunlade Adekola"",""Allwell Ademola"",""Seun Akindele"",""Omolara Daud"",""Jumoke Odetola"",""Ayo Olaiya""}",{Drama},2021-06-01,"{""Jeyten Productions""}"
7048,Billionaires Club,"{""Afam Okereke""}","{""Fabian Adibe"",""Nebechi Adione"",""Sam Ajah"",""Chuma Ajoku"",""Mercy Akanyak"",""Chinelo Anaedumaka"",""Don August"",""Osita Chukwu"",""Constance Daniels"",""Pete Edochie"",""Princess Egu"",""Kalu Ekwe"",""Pete Eneh"",""Arthur Ben Gill"",""Chidi Igweazimuba"",""Chidi Ihesie"",""Bruno Iwuoha"",""Bishop K.C.""}",{Drama},2003-06-01,"{""Great Movies Ind. Ltd.""}"
7049,Láròdá òjò,"{""Saheed Salami""}","{""Kevin Ikeduba"",""Kehinde Salami"",""Kayode Akinbayo"",""Odunlade Adekola"",""Ojo Bassey"",""Laide Olumide"",""Remilekun Adesanyan"",""Ronke Odusanya"",""Sola Kosoko"",""Allwell Ademola"",""Idiat Shobande"",""Akeem Adebayo"",""Kayode Adebayo"",""Omotayo Quadri"",""Tessy Onayemi""}",{Drama},2008-02-01,"{""Latmus Film International""}"
7050,Finding Hubby 2,"{""Olufemi Ogunsanwo""}","{""Rosemary Abazie"",""Munachi Abii"",""Omobola Akinde"",""Teniola Aladese"",""David A. Apemiye"",""Samuel Asa'ah"",""Folarin Bankole"",""Kehinde Bankole"",""Demi Banwo"",""Omowunmi Dada"",""Eso Dike"",""Sammy Eddy"",""Oludara Egerton-Shyngle"",""Charles Etubiebi"",""Maryann Eziekwe"",""Franca Ezugwonie"",""Chris Isibor"",""Efa Iwara""}","{Comedy,Romance}",2022-09-01,"{""TLS Media Place""}"
7051,Ak-47 Wanted,"{""Emeka Rodstick""}","{""Joe Ekenwe"",""Gentle Jack"",""Ndu King"",""Alaso Wariboko""}",{Action},2006-05-01,"{""Award International""}"
7052,Question Mark,"{""Emmanuel Olabode""}","{""David Aginwa"",""Godwin Anetie"",""Richard Anyaegbuna"",""Miracle Asoegwu"",""Amaka Ebo"",""Chioma Igwe"",""Kalu Ikeagwu"",""Mary Mbagwu"",""Vivian Mbagwu"",""Bayray McNwizu"",""Gregory Ojefua"",""Uche Okereke"",""Maureen Okpoko"",""Bukky Thomas""}",{Drama},2019-04-01,"{""Mountain Top Entertainment"",""ValueShore Global Resources""}"
7053,Chasing the Dream,"{""Nonso Emekaekwue""}","{""Chioma Chukwuka Akpotha"",""Nonso Diobi"",""Ini Edo"",""Mac Maurice Ndubueze""}","{Drama,Romance}",2008-03-01,"{""True Pictures"",""Universal Productions""}"
7055,Dream Job,"{""Kayode Peters""}","{""Pearl Agwu"",""Sophie Alakija"",""Tonero Beshel"",""Funny Bone"",""Adedayo Davies"",""Timini Egbuson"",""Shantell Esse"",""Bello Khabir"",""Uche Nwaefuna"",""Ngozi Nwosu"",""Chesan Nze"",""Michael Sani"",""Yemi Solade"",""Uchemba Williams""}","{Comedy,Drama}",2021-05-01,"{""Elrab Entertainment""}"
7057,House Arrest,"{""Ashowo Gboyega""}","{""Hadiza Abubakar"",""Seun Akindele"",""Jide Awobona"",""Lumide Femi-Isedowo"",""Ronke Giwa-Onafuwa"",""Muyiwa Oyelaran""}",{Drama},2019-10-01,"{""Rednose Productions""}"
7060,Feelings,"{""Ifeanyi Ikpoenyi""}","{""Enebeli Elebuwa"",""Larry Ikpoenyi"",""Victoria Inyama"",""Jim Iyke"",""Oby Okafor""}",{Drama},2004-01-01,"{""Simony Productions""}"
7061,Daughters,"{""Gbemi Phillips""}","{""Rotimi Adelegan"",""Agbe Adeyemi"",Amaka,""Ashley Ashey"",""Glory Baba"",""Joan Baba"",""Gbubemi Ejeye"",""Raphael C. Flourish"",""Mercy Isoyip"",""Efa Iwara"",""Okechukwa Joel"",""Lord Lucky"",Micheal,""Og Nelson"",Nifemi,Opeoluwa,""Esther Patrick"",Purity}",{Drama},2020-03-01,"{""Gbemi Phillips Films""}"
7062,Leah's Offer,"{""Aniedi Awah Noba""}","{""Rebecca Amushie"",""Amaka Chukwujekwu"",""Rachel Edwards"",""Ray Emodi"",""Nonso Ikechukwu"",""Moc Madu"",""Jackey Robert"",""Stella Udeze""}",{Drama},2021-12-01,"{""Omah Films""}"
7063,Deluded,"{""Dipo Abdul""}","{""Kenneth Okolie"",""Kiki Omeili"",""Kunle Remi""}","{Short,Drama}",2015-11-01,"{""Dipo Abdul Films"",""Derwin Productions""}"
7064,The Promotion,"{""Folasakin Iwajomo""}","{""Omobola Akinde"",""Femi Branch"",""Rita Edward"",""Ini Efanga"",""Patrick Fakoya"",""Christian Paul"",""Toju Peter"",""Banjo Simisola""}",{Comedy},2018-10-01,"{""Rok Studios""}"
7065,Osuofia and the Wise Men 2,"{""Sam Loco Efe"",""Chika Onu""}","{""James Iroha"",""Sam Loco Efe"",""Christian Okoro"",""Ugochukwu Orikoha"",""Nkem Owoh""}",{Comedy},2008-09-01,"{""De-Kings Production""}"
7066,Royal Covenant 2,"{""Prince Emeka Ani""}","{""Rita Daniels"",""Chika Ike"",""Austin Faani Ikechukwu"",""Jim Iyke"",""Vitalis Ndubuisi"",""John Paul Nwadike"",""Rose Ofuzim""}",{Drama},2008-03-01,"{""Wazico Movies""}"
7067,Contractors 2,"{""Tunji Bamishigbin""}","{""Ayo Adesanya Hassan"",""Bimbo Akintola"",""Segun Arinze"",""Liz Benson"",""Antar Laniyan"",""Ramsey Nouah"",""Tony Umez""}",{Drama},2003-03-01,"{""Infinity Films""}"
7068,Inside Life,"{""Clarence Abiodun Peters""}","{""Gabriel Afolayan"",""Tomisin Ayoade"",""Valerie Dish"",""Ndah Gift Eno"",""Scarlet Gomez"",""Emem Isaac"",""Miracle Justin"",""Abimbola Kazeem"",""Jide Kosoko"",""Princess Obuseh"",""Gregory Ojefua"",""Chioma Omeruah"",""Uzoamaka Onuoha"",""Meg Otanwa"",""Chisom Sylvia"",""Saint Tioni""}","{Short,Drama}",2022-11-01,"{""Capital Dreams""}"
7069,Replacing You,"{""Akin-Tijani Balogun""}","{""Naomi Anezu"",""Ayodele Cardoso"",""Gusty Chibuike"",""Francisca Eleyele"",""Jennifer Eliogu"",""Ray Emodi"",""Benjamin Ezeyim"",""Seleye Fubara"",""Moyo Lawal"",""Toju Peter"",""Ifeoma Ezigwe Sylvia"",""Vivian Ugwumba""}",{Drama},2021-04-01,"{""CB Entertainment"",""Rok Studios""}"
7070,Be My Wife,"{""Ikechukwu Onyeka""}","{""Sam Dede"",""Uche Jombo"",""Ebele Okaro-Onyiuke""}",{Drama},2007-07-01,"{""Chijioke Nneja Production""}"
7071,Visions,"{""Abba Makama"",""C.J. 'Fiery' Obasi"",""Michael Omonua""}","{""Sunara Begum"",""Valerie Dish"",""Francisca Eleyele"",""Yvonne Enakhena"",""Ebele Enebeli"",""Phoenix Ifeoma"",""Sandra Mohammed"",""Eric Nwanso"",""Goodness Usman"",""Paul Utomi""}","{Short,Fantasy,Horror}",2017-11-01,"{Cine9ja,""Fiery Film Company"",""Osiris Creatives""}"
7072,Subterfuge,"{""Simon Peacemaker""}","{""Tana Adelana"",""Zara Chukwu"",""Deyemi Okanlawon""}",{Drama},2022-01-01,"{""Bossteewo Studio""}"
7073,Made in Cambridge 2,"{""MacCollins Chidebe""}","{""Kelly Akara"",""Ikenna Aniekwe"",""Pedro Chima"",""Tina Ebiyon"",""Funmi Holder"",""Afoma Jibunor"",""Tom Njamanze"",""Dan Nkolagu"",""Chinedu Nwadike"",""Vera Nwaoha"",""Louisa Nwobodo"",""Doro Offi"",""Charles Okere"",""Chidinma Okoli"",""Sunday Onoh"",""Gadiel Onwudiwe"",""Gospel Onyeasi"",""Nkem Owoh""}",{Comedy},2006-09-01,"{""Ossy Affason Production""}"
7074,Tight Corner 2,"{""Ekenna Udo Igwe""}","{""Chiege Alisigwe"",""Monalisa Chinda"",""Chidi Mokeme"",""Eric Nwadinobi"",""Tony Umez""}",{Drama},2005-07-01,"{""Emmalex Associates Ltd.""}"
7075,Love Apart 2,"{""Ebube Nwabueze""}","{""Chigozie Atuanya"",""Ikem Chude"",""Yvonne Jegede"",""Barbara Ukattah""}","{Drama,Romance}",2008-03-01,"{""Akagod Investments""}"
7077,11 Days 11 Nights 2,"{""Kabat Esosa Egbon""}","{""Dakore Akande"",""Pat Attah"",""Yemi Blaq"",""Caroline Danjuma"",""Digidi Dunhill""}",{Drama},2005-02-01,"{""Somaco Ind."",""Uche 10 Nigeria""}"
7079,Brain Masters,"{""Kabat Esosa Egbon""}","{""Chukwudi Bambino Anachina"",""Celine Dimas"",""Tina Elota"",""Ann Emasue"",""Emeka Igbo"",""Osita Iheme"",""Chinedu Ikedieze"",""Vera Kanu"",""Sunny Nwabeke"",""Mike Obike"",""Ebele Okaro-Onyiuke"",""Anthony Okonkwu"",""Ugochukwu Okoro"",""Chidi Christopher Ossai"",""Emeka Ossai"",""Mary Remmy"",""Uche Uwane"",""Chikezie Uwazie""}",{Comedy},2006-07-01,"{""P. Collins Productions""}"
7080,Alase,"{""Adebayo Tijani""}","{""Regina Chukwu"",""Liz Da Silva"",""Bukola Fagbuyi"",""Taiwo Hassan"",""Rukayat Lawal"",""Ayo Mogaji"",""Biodun Okeowo""}",{Drama},2020-07-01,"{""Dean Productions""}"
7081,Fila Daddy,"{""Femi Abatan""}","{""Bolaji Amusan"",""Ebun Oloyede"",""Nike Peller"",""Idowu Philips""}",{Comedy},2003-01-01,"{""Samaco Investment""}"
7082,Untruth,"{""Bola Akanbi""}","{""Baaj Adebule"",""Debby Felix"",""Kachi Nnochiri"",""Chioma Nwosu"",""Nora Okonkwo""}",{Drama},2023-01-01,"{""Red Light Production""}"
7083,A Simple Letter,"{""Dolapo Adeleke""}","{""Nancy Isime"",""Paul Utomi""}","{Short,Drama}",2016-11-01,"{""Trino Motion Pictures""}"
7084,Back to the Wild,"{""Kabat Esosa Egbon""}","{""Ifeanyi Kalu"",""Ufuoma McDermott"",""Mela David Mela"",""Cynthia Shalom""}",{Drama},2020-02-01,"{""Rok Studios""}"
